صدف شناسی;conchology
قلعه بان;concierge
استمالت;conciliation ، propitiation
استمالت پذیر;conciliatory
آشتی کننده;conciliatory
لب گو;concise
فشرده ومختصر;concise
نتیجه گرفتن;conclude
استنتاج کردن;conclude
به نتیجه رسیدن;conclude
معاهده بستن;conclude ، treaty
معگود;concluded
معقود;concluded
مختوم;concluded ، finished ، sealed
خاتمه;conclusion ، end
نتیجه گیری;conclusion ، subsumption
استنتاج;conclusion ، deduction
اختتام;conclusion
نتیجهگیری;conclusion
عاقبت;conclusion ، consequence ، end ، finally ، futurity
مسکت;conclusive ، silencing
اختتامی;conclusive
توافق صدا;conconancy
هم شیبی;concordance
هم آهنگ;concordant ، symphonious ، symphony orchestra
محل ملاقات;concourse
محل اجتماع;concourse
ساروج شنی;concrete
جامد;concrete ، solid
بتونی;concrete
بتن;concrete
بتون;concrete
شفته;concrete
اسم ذات;concrete noun
اسم جامد;concrete noun
شفته ریزی;concrete pouring
سنگال;concretion ، senegal
صیغه;concubine ، form
نفس اماره;concupiscence ، lust ، superego
هوس انگیز;concupiscible ، tempting ، whimsied
دمساز شدن;concur ، intimate
ضربت سخت;concussion
محکوم کردن;condemn ، sentence
محکوم نمودن;condemn
محکوم بمرگ ساختن;condemn to death
محکوم بمرگ کردن;condemn to death
محکومیت;condemnation ، coniviction ، conviction
محکوم به زوال;condemned
محکوم بمرگ;condemned to death
غلیظ شدنی;condensable
منقبض شده;condensate ، hard set
چگالیده;condensated
جمع شدگی;condensation ، puchery ، pucker
تلخیص;condensation ، summarization
چگالش;condensation
متراکم کردن;condense
متراکم شدن;condense
تغلیظ شدن;condense
تغلیظ شده;condensed
غلیظ;condensed ، dense ، heavy ، thick
همچگال;condensed
خازن;condenser ، treasurer
نوازش کننده;condescending ، smoochy
نمک وفلفل;condiment
ادویه;condiment ، spice
وضع;condition ، enactment ، situation
وضعیت;condition ، situation
شایسته کردن;condition
حال;condition ، now ، state
شرط;condition
چونی;condition ، quality
شریطه;condition
شرطی;conditional
مشروط;conditional ، conditioned ، qualified
جهش شرطی;conditional jump
شایسته سازی;conditioning
اوضاع;conditions
احوال;conditions
شروط;conditions
شقوق;conditions
کاندالیزا رایس;condoleezza rice
عزا;condolence ، mourning
تعزیت;condolence ، mourning
سر سلامتی;condolence ، sympathy
اظهار تاسف;condolence
تسلیت;condolence
کاپوت;condom ، hood
مالکیت مشترک;condominium
عفو تقصیر;condonation
غمض;condonation ، connivance
اغماض کردن;condone ، overlook
غمض عین کردن;condone ، disregard
منجر شونده;conducive
کردار;conduct
نظر خواهی کردن;conduct an opinion ، poll
پژوهش کردن;conduct research
میزان هدایت;conductance
قابلیت هدایت;conductivity
رسانائی;conductivity
رسانا;conductor
هادی;conductor ، guide ، hadi
مجرای سیم;conduit
میوه کاج;cone ، pine cone
مخروطی شکل کردن;cone
مخروط;cone
روبکی;coneflower
درد دل کردن;confabulate
مزق;confect
شیرینی ساز;confectionary
شیرینی فروش;confectioner ، confectioner
شکر ریز;confectioner
شیرینی پز;confectioner
شیرینی پزی;confectionery ، pastry
شیرینی فروشی;confectionery
موتلف;confederate ، joining ، united
هم عهدی;confederation
اتحادیه;confederation ، union
همرایزن;conferee
همرایزنی;conference
کنفرانس;conference
مشاوره;conference ، consultation ، consulting ، council
مفاوضه;conference ، conversation ، partnership
اجلاس;conference ، meeting
مقر آمدن;confess
اذغان کردن;confess
خستو شدن;confess
اعتراف کردن;confess
مقر شدن به;confess
خستو;confessing
اقرار بجرم;confession
مقر;confession ، domicile ، residence ، seat
اعتراف نامه;confession
اعترافی;confessional
اقراری;confessional
اقرار آورنده;confessor
معترف;confessor ، confessor
محرم راز;confidant ، insider
هم رائ;confidant ، intimate
همراز;confidant
محرم اسرار;confidant ، privy ، secretary
سرنگهدار;confidant
رازدار;confidant
اعتماد;confidence ، dependence ، reliance ، trust
وثوق;confidence
استظهار;confidence
دلگرمی;confidence
دلگرم;confident
مناجات;confidential conversation ، fervent prayer
بطور محرمانه;confidentially ، secretly
متوکلاً;confidently
پیگربندی;configuration
محبوس شدن;confine
محبوس کردن;confine
محدود شده;confined
مقصور;confined ، shortened
زندان بودن;confinement
تایید کردن;confirm
تسجیل کردن;confirm
استوار کردن;confirm ، firm ، firm up ، make firm ، stabilize
تایید;confirmation ، verification
تسجیل;confirmation
پادار;confirmed
مسجل;confirmed
موید;confirmer ، confirmer
قابل توقیف;confiscable ، confiscatable
ضبط کردن;confiscate ، record
مصادره کردن;confiscate
مضبوط;confiscated ، firm
ضبط;confiscation ، filing ، record ، recording ، seizure
آتش سوزی;conflagration ، fire
گیرودار;conflict ، struggle
چالش;conflict
تضاد;conflict
تلاقی;confluence ، conjunction
همریختنگاه;confluence
همریزگاه;confluence
متلاقی;confluent ، intersecting
همریز;confluent
ملتقی;confluent
تطابق داشتن;conform
مطابق شدن;conform
مطابقت داشتن;conform
مطابق بودن;conform
مطابق کردن;conform
مطابقت کردن;conform
منطبق شدنی;conformable
لعنت شده;confounded
نفرین شده;confounded ، cussed ، doggone
رو به رو بودن;confront ، face
مواجه شدن;confront ، face
روبرو کردن با;confront
روبرو کردن;confront
مواجهه کردن;confront ، face
رو به رو شدن;confront ، encounter ، face
روبرو شدن;confront ، face
رویاروئی;confrontation
رودررویی;confrontation ، face off
رویاروی;confronting
مواجه;confronting ، facing
نامنظم کردن;confuse ، disarray
درجواب عاجز کردن;confuse
اشتباهی گرفتن;confuse
مختل کردن;confuse ، derange
باهم اشتباه کردن;confuse
مغشوش کردن;confuse
آسیمه کردن;confuse
حیران و سرگردان;confused
متشنج;confused ، convulsive ، nervous
مچل;confused ، crasy
بیکله;confused ، mixed up
مشتبه;confused ، dubious ، mistaken ، obscure
پراکنده حال;confused
مغشوش;confused ، disordered ، falsified
ملتبس;confusing
تبلبل;confusion ، disorder
سرآسیمگی;confusion
اختلال;confusion ، derangement ، disorder
آشفته بودن;confusion
شلوق پلوق;confusion
هرج;confusion ، riot
مورد تکذیب;confutation
امر مردود;confutation
مجاب کردن;confute
ماسیدن;congeal ، harden
یخ بستن;congeal ، freeze ، freeze
قابل انجماد;congealable
منجمد;congealed ، frozen
ماسیدگی;congelation
انجماد;congelation
هم سلیقه;congenial
همخو;congenial
ارثی;congenital ، hereditary ، patrimonial
مادرزاد;congenital ، syngeneic
گرفته کردن;congest
احتقان;congestion
گلوله شدن;conglobate
کلوخه شده;conglomerate
جوش سنگ;conglomerate
گرد شدن;conglomerate
اختلاط شرکتها;conglomeration
بهم چسباندن;conglutinate
بهم چسبیدن;conglutination ، sserry
همریشه;congnate
کنگو;congo
تهنیت گفتن;congradulate ، congratulate
تهنیت آمیز;congradulatory
شادباش گفتن;congratulate
تبریک گفتن;congratulate
مبارک باد گفتن;congratulate
تبریک;congratulation
تهنیت;congratulation ، greeting ، salutation
مبارک باد;congratulations
مبارک باشد;congratulations
چشم ما روشن;congratulations ، well done
شادباش;congratulations
تجمع;congregation ، gathering
مجلس نمایندگان;congress ، house of representatives
کنگره;congress ، parliament
مجلس;congress ، council ، gathering ، meating ، parliament
سنخیت;congruity
مخروطی;conic
کله قندی;conic ، conical ، sugar loaf ، sugarloaf
مخروطات;conics
جوزآور;coniferous
مجرمیت;coniviction
حدس;conjecture ، guess
درهم آمیختن;conjugate
گشنیدن;conjugate
توام;conjugated ، linked
گشنگیری;conjugation
حرف عطف;conjunction
حرف ربط;conjunction
مقارنت;conjunction ، connection ، simultaneity
مقارنه;conjunction
التقاء;conjunction
اقتران;conjunction
تقارن;conjunction
اقتراه سعدین;conjunction of happiness
اقتراه ضدجن;conjunction of paradoxes
ربطی;conjunctional ، relative
ملتحمه;conjunctive
ملاقات تصادفی;conjuncture
افسونگری;conjuring ، enchanting
مادزادی;connate
هم خو;connatural
بهم اتصال دادن;connect
بهم متصل کردن;connect ، join
بهم رسیدن;connect ، join ، reach each other
ربط دادن;connect
متصل کردن;connect
ارتباط دادن;connect
وصل کردن;connect ، join
پیوستن;connect ، join
مربوط کردن;connect
وابسته کردن;connect ، link
اتصال دادن;connect
با هم متصل کردن;connect together
وابسته;connected ، dependent ، related
ملتحم;connected
متصل;connected
پیوسته;connected ، continuously ، joined
کانکتیکت;connecticut
دسته پیستون;connecting rod
شاتون;connecting rod
بستگی;connection ، dependence ، relation
پیوند;connection ، peyvand ، transplantation
وابستگی;connection ، dependence ، relationship
اتصال;connection ، link
انتساب;connection ، relation
وصل;connection
پیوستگی;connection ، continuity
کابل اتصال;connection cable
پایانه اتصال;connection terminal
آگینی;connective ، connective
اتصالی;connective ، short circuit
متصل کننده;connective ، connector
بافته آگینی;connective tissue
رابط;connector ، connector
اغماض;connivance ، indulgence
اجازه ضمنی;connivance
سر وسر داشتن;connive
اشاره ضمنی کردن;connote
فتح کردن;conquer
مسخر کردن;conquer
مفتوح;conquered ، marked with the vowel point ، open
مسخر;conquered
غالب;conqueror ، dominant ، majority ، majority
فاتح;conqueror ، conqueror ، victorious ، victorious ، winner
ظافر;conqueror ، victorious
چپ چپی;conrel ، dogwood
صلبی;consanguineous ، spinal
قوم وخویشی;consanguinity ، kinship
وجدان;conscience
باطن;conscience ، inside
ضمیر;conscience ، pronoun
ذمیر مستشعر;conscience
ضمیر مستشعر;conscience
وجدانی;conscientious ، divine
وظیفه شناس;conscientious ، duteous ، dutiful ، dutiful ، loyal
باوجدان;conscientious
وجداناً;conscionably
ماشین آگاه;conscious machine
هوش;consciousness ، intelligence
ضمیر خودآگاه;consciousness
سربازگیری;conscription ، enlistment
تقدیس کردن;consecrate
ویژه کردن;consecrate
تبرک;consecration
توالی;consecution ، sequence
نتیجه منطقی;consecution ، consequence ، matter of course
پیاپی;consecutive ، continuous
متوالی;consecutive
متوالیاً;consecutively
اتفاق آراء;consensus
اجماع;consensus ، gathering
وحدت نظر;consensus
راضی شدن;consent ، satisfy
رضامندی;consent ، satisfaction
رضایت;consent ، satisfaction
رض دادن;consent
رضامند;consenting ، satisfied
همرائی;consenus ، unanimity
دست آورد;consequence
پیامد;consequence ، result
نتایج;consequences ، results
عواقب;consequences ، results
نتیجه بخش;consequent ، effective ، resultful ، useful
بر آیند;consequent
پربرآیند;consequential
نتیجهای;consequential
مآلاً;consequently ، ultimately
مرتجع;conservative ، reactionary
محافظه کار;conservative ، conservative ، old fashioned ، old line ، stick in the mud ، stuffy
محافظهکار;conservative
حزب محافظه کار;conservative party
محافظهکارانه;conservatively
محافظه کاری;conservativeness ، toryism
کنسرو کردن;conserve
کنسرو تهیه کردن;conserve
درنظر گرفتن;consider
دانستن;consider ، know
رعایت;consider ، heed
مراعات کردن;consider
درنظر داشتن;consider
در نظر گرفتن;consider
در نظر داشتن;consider
منظور کردن;consider
مرععی داشتن;consider
مد نظر داشتن;consider
با اهمیت خواندن;consider important
معتنی به;considerable ، umpteen ، umpteenth
قابل ملاحظه;considerable
باملاحظه;considerate ، thoughtful
ملاحظه;consideration ، observation ، remark ، respect
مراعات;consideration ، obeying
مطالعه;consideration ، research ، study
تامل;consideration ، deliberation ، hesitation
ملحوظ;considered ، likely ، probable ، seen
مرعی;considered ، visible
مطرح شده;considered
با توجه به این که;considering ، given the fact that
با توجه به;considering
با ملاحظه به;considering
امانت گذاردن;consign
متعاقد;consignatory
متعاهد;consignatory ، contracting party
محمول الیه;consignee
مهمول;consignment ، shipped
ارسال;consignment ، forwarding ، sending ، transmission
مرسوله;consignment ، goods
متشکل بودن;consist
یکپارچهبودن;consist
تشکیل دادن;consist ، form ، set up
پرقوام;consistant ، firm ، straight
درجه غلظت;consistence
یکپارچگی;consistency ، integration ، integration ، unification
بررسی سازگاری;consistency check
تسلی پذیر;consolable
دلداری;consolation
تسلیتی;consolatory
پیشانه;console
دلداری دادن;console
تسلیت دادن;console
میزفرمان;console
تحکیم کردن;consolidate ، strengthen
یک رقم کردن;consolidate
مستحکم کردن;consolidate ، fortify
یک پارچه کردن;consolidate
مستحکم;consolidated ، firm ، strengthened
تشیید;consolidation ، strengthening
تحکیم;consolidation ، strengthening
آبگوشت غلیظ;consomme
بیواکه;consonant
همخوان;consonant
بهم جور کردن;consort
کنسرسیوم;consortium
بطور برجسته;conspicuously
زد و بند;conspiracy
توطئه;conspiracy ، plot
آتش افروزی;conspiracy ، inflammatory
ساخت وپاخت;conspiracy
دسیسه;conspiracy ، plot
شریک فتنه;conspirator
دسیسه کار;conspirator ، plotter
توطئه کردن;conspire
زد و بند کردن;conspire
دسیسه کردن;conspire
کنستانس;constance
ثبات;constancy ، firmness ، permanency
ثابت;constant ، firm ، fixed ، static ، steady
دایم;constant ، constantly
استانبول;constantinople ، istanbul
مرتبا;constantly
مجمع الکواکب;constellation
بهت وحیرت;consternation
یبس;constipated ، irregular
مقوبض;constipated ، received
یبوست;constipation ، irregularity
اجزاء متشکله;constituent parts
مشروطه;constitution
اساسنامه;constitution
مرامنامه;constitution
مشروطیت;constitution ، constitutionalism
قانون اساسی;constitution ، constitution
جنبش سلطنت مشروطه عراق;constitutional monarchy movement
اصول مشروطیت;constitutionalism ، constitutionalism
مشروطه خواهی;constitutionalism
نظام نامه;constitutions ، regulations
تنگی;constriction ، hardship ، narrowness ، poverty
تنگ شدگی;constriction
قبض مزاج;constriction
قابل تجزیه;construable
بر پا کردن;construct ، make
تیغه کردن;construct a wall
تیغه کشیدن;construct a wall
سازندگی;construction ، creativity ، rebuilding
ساخت و ساز;construction
صنعت ساختمان;construction industry
جهاد سازندگی;construction jahad
مصالح ساختمانی;construction materials
بنایی;construction word
بنای;construction work
سازنده;constructive ، maker
هم طبیعت;consubstantial
هم جنس;consubstantial ، lesbian ، like
هم گوهر;consubstantial
کنسول;consul
کنسولی;consular
اداره کنسولی;consulate
کنسولگری;consulate
سرکنسولگری;consulate general
سرکنسول;consulate general
مشورت کردن;consult
کنگاش کردن;consult
مشورت دادن;consult
رایزنی کردن;consult
استشاره کردن;consult
کنکاش کردن;consult ، deliberate
مشاوره کردن;consult
شور کردن;consult
رایزنی;consultation
مشورت;consultation ، counsel ، deliberation
شور;consultation ، deliberation ، fervor ، passion ، salty
کنگاش;consultation ، deliberation
کنکاش;consultation
مشاورهای;consultative
کنکاشی;consultative
استشاره;consulting
مورد مصرف;consumed ، usage ، used
بطور زیاد;consumedly
مسرف کننده;consumer
مصرف کننده;consumer ، consuming
کالای مصرفی;consumer good
کالاهای مصرفی;consumer goods ، consumer goods
مصرف;consumption ، use
مصرفی;consumption ، consumption ، disposability ، used
مصارف;consumptions
تماس;contact ، impact
محل اتصال;contact ، junction ، link
ارتباط;contact ، relation
تماس گرفتن;contact
دو حرفه;contadictory
واگیر;contagion
هم گیری;contagion ، epidemic
واگیردار;contagious ، epidemic
مسری;contagious
همه گیر;contagious ، epidemic ، epidemical
امراز مزمن;contagious diseases
امراض مسری;contagious diseases
واگیری;contagiousness
محتوی بودن;contain
دربر داشتن;contain ، include
دارا بودن;contain ، have
ظرف;container ، dish ، during ، in
محفه;container
ضروف;containers ، dishes
محتوی;containing ، content ، contents
حاوی;containing
پنیردار;containing cheese
آلودگر;contaminant
جسم آلوده;contaminant
آلوده کننده;contaminant
آلودن;contaminate ، pollute
آلوده شدن;contaminate ، infect ، pollute
ملوث کردن;contaminate ، pollute
سرایت دادن;contaminate
آلوده کردن;contaminate ، infect ، pollute ، stain ، taint
ناپاک کردن;contaminate ، defile ، pollute ، stain
آلوده;contaminated ، polluted
فاسد;contaminated ، corrupt ، corrupted ، decayed ، rotten
ملوث;contaminated ، polluted
عدم خلوص;contamination
آلایش;contamination ، corruption ، pollution
آلوده سازی;contamination
لوث;contamination ، pollution
آلودگی;contamination ، implication ، pollution
تفکری;contemplative
معقول;contemplative ، polite ، rational ، reasonable ، sensible
معاصر بودن;contemporaneity
همزمانی;contemporaneity ، simultaneity ، synchronization
هم عصر;contemporaneous
معاصر;contemporary
هم دوره;contemporary
همزمان;contemporary ، simultaneous ، simultaneously
استحقار;contempt
خواری;contempt
حقارت;contempt ، objectness
استهزاء آمیز;contemptible
قابل تحقیر;contemptuous
خرسند;content ، pleased ، satisfied
خورسند;content ، satisfied
محتوا;content
قانع;contented
متنازع فیه;contentious ، disputed about
خرسندی;contentment ، satisfaction
مندرجات;contents
مضامین;contents
نوک بنوک;conterminous ، endways ، endwise
منازعه کردن;contest ، dispute
مسابقه دهنده;contestant ، racer
مدلول;context
متن;context ، text
مظامین;contexts
مجاورت;contiguity ، neighborhood
قاره;continent
بری;continental ، disgusted ، exempt
اقلیمی;continental ، regional
احتمال وقوع;contingency
پی در پی;continous ، continous ، repeated ، repeated
مداوم;continual ، continuing ، steady
علیالتوالی;continually ، repeatedly
مستمرا;continually
سریع الاتصال;continuate
ادامه;continuation ، duration ، resumption
پیگیری;continuation ، pursuit
دنباله;continuation
ادامه دهنده;continuator
استمرار داشتن;continue
بکاری ادامه دادن;continue
ادامه یافتن;continue
ادامه دادن;continue
دنباله دار;continued
برقرار;continuing
تسلسل;continuity ، sucession
لاینقطع;continuous ، incessant
پی درپی;continuous ، repeated
بیوقفه;continuous ، continuously
استمراری;continuous
ورقه پیوسته;continuous form
کاغذ پیوسته;continuous paper
ماضی استمراری;continuous past
بدون وقفه;continuouse ، uninterrupted
همچنان;continuously ، thus
دمادم;continuously ، incessantly
دم بدم;continuously ، incessantly
بطور پیوسته;continuously
پی اندر پی;continuously
حدفاصل;contour
محیط مرئی;contour
نقشه برجسته;contour map ، relief map
اجناس قاچاق;contraband
غر شدن;contracr hernia
موافقتنامه;contract
مبتلا شدن;contract
به مقاطعه دادن;contract
مقاطعه;contract
هم کشیدن;contract
منقبض شدن;contract ، twitch
منقبض کردن;contract ، flex ، twitch
ترنجیدن;contract
مقاطعه کردن;contract
کنترات کردن;contract
عقد;contract ، necklace ، wedding ceremony
عهدنامه;contract ، pact ، treaty
کنترات;contract
پیمان کاری;contract work
منقبض;contracted
ادغام شونده;contractile
قابل انقباض;contractile
قابلت انقباض;contractility
قابلیت انقباض;contractility ، retractility
پیمان کار;contracting ، contractor
همکشی;contraction
انقباض;contraction ، shrink
مقاطعهکار;contractor
مقاطعه کار;contractor
پیمانی;contractual
مقاطعه ای;contractual
عهدی;contractual ، convented
ماهده ای;contractual
کنتراتی;contractual
تناقض داشتن;contradict
خلاف گفتن;contradict
ضد و نقیض گفتن;contradict oneself
مغایرت;contradiction ، disagreement
نقیضه;contradiction
تباین;contradiction ، contrast ، difference
تناقض;contradiction ، incoherence
ناقض;contradictory ، violator
مباین;contradictory
مغایر;contradictory ، contrary ، contrary to
نقیض;contradictory
تناقض دار;contradictory
متناقض;contradictory
تمهید;contraption ، contrivance ، ploy ، preparation
ضد و نقیض;contrariety
عناد آمیز;contrarious
عکس;contrary ، photograph ، picture ، shot
مباینت;contrast
کنتراست;contrast
کنترباس;contrebasse
گرفتگی حالت;contretemps
همکاری و کمک کردن;contribute
هم بخشی کردن;contribute
هم بخشی;contribution
همکاری وکمک;contribution
مقاله نویس;contributor ، journalist ، tractarian ، writer of articles
هم بخشگر;contributor
اعانه دهنده;contributor
توبه کار;contrite ، repenter
کوشا وزرنگ;contriver
طرح ریز;contriver ، projector
تسلط;control ، domination ، proficiency
ممیزی;control ، survey
استیلاء;control ، domination
سلطه;control ، domination
کنترل کردن;control
ادارهکردن;control ، handle ، manage ، run
مهار;control ، halter ، shrouds
مهار کردن;control ، halter ، restrain
بازبینی;control
کنترل;control ، inspection
کنده کنترل;control block
کارت کنترل;control card
مدار کنترل;control circuit
کامپیوتر کنترل;control computer
میز کنترل;control desk
گردش کنترل;control flow
توری کنترل;control grid
شبکه کنترل;control grid
کلید کنترل;control key
زبان کنترل;control language
صفحه کنترل;control panel
درگاه کنترل;control port
میله کنترل;control rod
انباره کنترل;control store
ساخت کنترل;control structure
واحد کنترل;control unit
کلمه کنترل;control word
بازبین;controller
کنترل کننده;controller
سلطهجو;controlling
مباحهای;controversial
هم ستیزگر;controversial
هم ستیز;controversial
هم ستیزگرانه;controversial
سئوال برانگیز;controversial
جدال آمیز;controversial
عناد;contumacy ، enmity ، hostility ، rebellion
کوفته کردن;contuse
بهگرا شدن;convalesce
بهگرا;convalescent
ارزش حرارتی;convection
همبرداری;convection
هم آیش کردن;convene
دورهم جمع شدن;convene ، get together
بی دغدغه;convenient
مصلحه;conveniently
به راحتی;conveniently
صومعه;convent ، monastery
دیر;convent ، late ، late
گردهمایی;convention ، gathering
کنوانسیون;convention
قراردادی;conventional
عرفیت;conventionality ، secularity
متقارب شدن;converge
همگرا بودن;converge
تقارب;convergence ، proximity
همگرائی;convergence
همگرا;convergent
متقارب;converging
مکالمه;conversation ، dialogue
گفت و گو;conversation ، talk
صحبت;conversation ، dialogue ، speaking ، talking
محاوره;conversation ، dialog
گفتگو;conversation ، dialogue ، talk
گفت و شنود;conversation ، dialogue
مکالمهای;conversational ، dialogical
گفتگوئی;conversational
محاورهای;conversational
خوش سخن;conversational
خوش صحبت;conversationalist
محاوره کردن;converse
بالعکس;conversely
تسعیری;conversional
مقلب;converter ، transformer
قابل تسعیر;convertible
برگرداننده;convertor
محذب;convex
گردهماهی;convex
خرپشت;convex
محدب;convex
تحدب;convexity
کوژی;convexity
حدبه;convexity
انشعاب رود;conveyance
وسیله نقلیه;conveyance ، steed ، vehicle
سند انتقال;conveyance
ناقل;conveyer ، conveyor ، transporter
افاده;conveying ، expressing ، haughtiness
ناقله;conveying ، conveyor
رساننده;conveyor ، conveyor ، deliverer ، deliverer
مجرم;convict ، convict ، criminal ، guilty
محکوم;convict ، sentenced
قانع کردن;convince
متقاعد کردن;convince
متقاعد;convinced
مجاب;convinced
متقاعد کننده;convincer ، persuasive
قانع کننده;convincing
بهم تابیده;convoluted
بهم پیچیده شدن;convolve
گل نیلوفر;convolvulus
دچار تشنج کردن;convulse
اختلاج;convulsion
تشنج;convulsion
تشنجی;convulsive
مختلج;convulsive
ونک;cony ، vank
بغبغو کردن;coo
پخت و پز کردن;cook
پزانیدن;cook
پز;cook ، posture
خوراک پز;cook ، cooker
آشپز;cook
کوک;cook ، stitch ، winder ، wound
کتاب خوراک پزی;cookbook
کتاب طباخی;cookbook
مطبوخ;cooked
پخته;cooked ، experienced
دیگی;cooked in pot
پلو;cooked rice
پختگی;cookedness ، experiencedness
خوراکپز;cooker ، cooker
پریموس;cooker
شیرینی خشک;cookie ، cooky
کلوچه;cookie
طباخی;cooking
آشپزی;cooking
پخت و پز;cooking
پخت;cooking
خوراک پزی;cooking ، cooking
چراغ خوراک پزی;cookstove
خنک ساختن;cool
خنک;cool ، fresh ، frigid
خنک کردن;cool
سردکننده;coolant ، cooler
سردکن;cooler
خنک کن;cooler
خنک کننده;cooler ، cooling
فعله;coolie ، workers
خنک سازی;cooling
خنکی;coolness ، frigidness
خون سردی;coolness
آغل گوسفند;coop
درقفس مج;coop
مشارکت کردن;cooperate ، participate
تشریک مساعی کردن;cooperate
همکاری کردن;cooperate
همیاری کردن;cooperate
تعاون کردن;cooperate
همدستی کردن;cooperate
بهمکاری پذیرفتن;cooperate
تعاون;cooperation
مشارکت;cooperation ، participation ، partnership
تشریک;cooperation ، partnership
معاضدت;cooperation ، help
شورای همکاری;cooperation council
تعاونی;cooperative
صندوق تعاون;cooperative fund
همکاری کننده;cooperator ، synergetic ، synergistic
هماهنگ کردن;coordinate
هم مرتبه;coordinate ، peer
هماهنگ;coordinated
هماهنگی;coordination
هماهنگ کننده;coordinator
موزونی;cooridnation
آنقوت;coot
شریک مشاع;coparcener
کپنهاگ;copenhagen
سنگ سربنا;copestone
قرنیس دیوار;coping
بامس اندودن;copper
مس;copper ، touch
مسی;copper
مسین;copper ، made of copper
کان مس;copper mine
معدن مس;copper mine
مسگر خانه;copper works
کلیشه مسی;copperplate
صفحه مسی;copperplate
مسگر;coppersmith ، coppersmith
مسگری;coppersmithing
مسگرخانه;coppersmithing
ظرف مس;copperware
هیمه زار;coppice
کودخوار;copraphagous
عضو رابط;copula
جماع کردن;copulate
نسخه بر داشتن;copy ، make a copy ، transcribe
المثنی;copy ، duplicate
کپی کردن;copy
رونویس کردن;copy
نسخه برداری;copy
واگیره برداشتن;copy
سرمشق;copy ، example ، example ، model ، model
استنساخ کردن;copy
رونویس;copy ، copyist
رونوشت;copy ، transcript
سواد برداشتن;copy
جلد;copy ، cover ، quick ، volume
واگیره;copy
نسخه;copy ، prescription
کپیه;copy
دفتر مشق;copy book
مشابهسازی;copy maker
کپی برداری;copying
استنساخ;copying ، transcription
رونویسی;copying ، transcription
سواد بردار;copyist
سرمقاله نویس;copyreader
محفوظ کردن;copyright ، reserve
حق چاپ;copyright
عشوه گر;coquet ، coquette ، flirt
عشوه گری کردن;coquet ، flirt
طنازی کردن;coquet
عشوه;coquetry
زن لاسی;coquette
عشوهگری;coquetting ، coquettishness ، flirting
اطواری;coquettish
اطوار;coquettishness
بسد;coral
مرجان;coral ، marjan
جزیره مرجانی;coral island
مرجانی;coraline
مرجان آور;coralliferous
مرجان دار;coralliferous
مرجان مانند;coralline
مرجانها;corals
سیم;cord ، silver ، wire
تار;cord ، fibre ، guitar ، obscure ، strand
وتر;cord ، tendon
طناب;cord ، rope
زهتاب;cord twister
زهتابی;cord-twisting
قلبی شکل;cordate
طناب دار;corded
مقوی;cordial ، fortifying
قلبی;cordial ، heart ، heartfelt
مودت قلبی;cordiality
مودت;cordiality ، freindship
بدون سیم;cordless
وتری;cordlike ، tendonous
اوتار;cords
مخمل کبریتی;corduroy ، corduroy ، corduroy
سلف;core ، predecessor
ماتریس چنبره ای;core matrix
صفحه چنبره ها;core plane
انباره چنبرهای;core storage
تصحیصی;coreecitve
هم مذهب;coreligionist
هم مسلک;coreligionist ، fellow believer ، fellow believer
هم کیش;coreligionist
گشنیز;coriander
گشنیزی;coriander
سربطری;cork
چوب پنبه;cork
چوب پنبه ای;corky
اکول;cormorant
میخچه;corn ، small nail ، tack
ذرت;corn
بلال;corn
علاف;corn chandler ، corn chandler
چوب ذرت;corn cob
آرد ذرت;corn meal ، cornmeal
روغن ذرت;corn oil
گل شقایق;corn rose
کورنل;cornell
شاخ مانند;corneous
نبشی;corner
سه کنج;corner
نبش;corner ، exhumation
گوش;corner ، ear
بریدگی گوشه;corner cut
آجر نبش;cornerstone
از گوشه;cornerwise ، cornerwise
شرفه;cornice ، melron
غذای ذرت;cornmeal
غلهای;corny
نتیجه فرعی;corollary
اکیل جنوبی;corona australis
اکیل شمالی;corona borealis
اکیلی;coronary
تاج گزاری کردن;coronate
تاج گزاری;coronation
پزشک قانونی;coroner
نیم تاج;coronet ، diadem
سرجوخه;corporal
هستی جسمانی;corporality
جسمیت;corporality
جسمانیت;corporality
شرکتی;corporative
مردار;corpse
نعش;corpse
جنازه;corpse
اجساد;corpses
جسدوار;corpslike
سپاهی;corpsman ، soldier
پزشکی ارکشتی;corpsman
تنومندی;corpulence
فربهی;corpulence ، fatness
جسامت;corpulence ، thickness
تنومند;corpulent ، great ، huge ، stour ، sturdy
تنیزه;corpuscle
جسمک;corpuscle
گویچه;corpuscle ، small ball
مثل ذره;corpuscular
آغل;corral
تصحیح کردن;correct
صحیح;correct ، healthy ، sound ، true
سدید;correct ، right
درست;correct
غلط گرفتن;correct ، critisize
دار التادیب;correction facility ، house of correction
نگهداشت اصلاحی;corrective maintenance
صحیحا;correctly ، exactly
درستی;correctness
مصحح;corrector
مرتبط کردن;correlate
همبستگی داشتن;correlate
همبسته;correlated
مرتبط;correlated
همبستگی;correlation ، solidarity
لازم وملزوم;correlative
هم دین;correligionist
مکاتبه کردن;correspond
مکاتبات;correspondence
اشتراک وجه;correspondence ، likeness
مراسله;correspondence
تناظر;correspondence
مراسلات;correspondence
نامه نگاری;correspondence ، letter writing
مدرسه مکاتبه ای;correspondence school
کارگزار;correspondent
مکاتبه کننده;correspondent ، corresponding
